date,top_funnel_spend_usd,conversion_rate,impressions_per_user,click_through_rate,brand_search_volume,campaign_sub_metric_1,campaign_sub_metric_2,campaign_sub_metric_3,campaign_sub_metric_4,campaign_sub_metric_5,campaign_sub_metric_6,campaign_sub_metric_7,campaign_sub_metric_8,campaign_sub_metric_9,campaign_sub_metric_10,campaign_sub_metric_11,campaign_sub_metric_12,campaign_sub_metric_13,campaign_sub_metric_14,campaign_sub_metric_15,campaign_sub_metric_16,campaign_sub_metric_17,campaign_sub_metric_18,campaign_sub_metric_19,campaign_sub_metric_20,campaign_sub_metric_21,campaign_sub_metric_22,campaign_sub_metric_23,campaign_sub_metric_24,campaign_sub_metric_25,campaign_sub_metric_26,campaign_sub_metric_27,campaign_sub_metric_28,campaign_sub_metric_29,campaign_sub_metric_30,campaign_sub_metric_31,campaign_sub_metric_32,campaign_sub_metric_33,campaign_sub_metric_34,campaign_sub_metric_35,campaign_sub_metric_36,campaign_sub_metric_37,campaign_sub_metric_38,campaign_sub_metric_39,campaign_sub_metric_40,campaign_sub_metric_41,campaign_sub_metric_42,campaign_sub_metric_43,campaign_sub_metric_44,campaign_sub_metric_45,campaign_sub_metric_46
2025-05-04,931.11,0.0459,1953.57,0.0177,828.56,479.88,505.88,488.52,495.64,518.07,499.93,490.73,484.81,498.27,509.16,489.39,493.28,493.97,489.79,508.57,574.16,803.75,160.72,466.19,586.12,200.27,322.19,502.84,599.87,812.46,755.12,807.51,218.02,408.52,12.73,765.24,300.53,628.41,751.37,567.54,440.04,686.83,547.02,682.98,858.16,197.19,864.66,726.52,756.63,234.94,656.5
2025-05-05,841.9,0.0474,2354.76,0.0049,689.72,407.06,407.33,414.13,410.56,398.71,416.75,420.42,406.99,415.69,413.92,427.51,423.98,427.58,423.39,414.9,500.76,552.98,733.2,654.58,298.14,579.22,13.4,314.09,526.5,743.78,221.0,481.46,961.47,629.81,901.64,730.85,295.13,761.63,83.64,922.48,175.14,514.81,921.59,384.55,466.36,129.58,396.33,661.7,540.6,618.99,509.53
2025-05-06,1140.66,0.0419,1606.74,0.0209,595.77,369.4,345.43,335.94,347.04,369.06,340.56,367.73,362.04,366.66,358.04,377.13,358.54,365.53,369.3,349.03,489.56,488.56,431.37,103.5,149.14,466.63,843.39,180.48,516.23,591.0,501.0,654.85,534.36,332.18,545.64,172.86,361.14,501.39,565.29,627.28,968.41,867.92,916.62,869.08,530.64,337.02,263.86,68.37,327.68,17.69,236.89
2025-05-07,1727.02,0.0359,1887.6,0.0226,178.29,97.16,96.55,115.74,95.25,116.7,97.19,112.97,127.96,117.16,104.32,106.58,133.04,77.54,95.33,113.99,456.11,113.94,445.97,253.51,829.52,419.84,941.82,750.08,873.16,539.42,350.2,189.27,378.35,836.72,868.63,603.8,622.69,882.12,551.9,145.51,213.14,996.83,920.51,162.31,753.94,771.04,561.67,457.35,205.59,634.74,922.16
2025-05-08,1791.1,0.0311,2742.41,0.0051,467.61,275.92,275.69,264.95,285.21,272.77,308.12,296.75,279.18,274.62,287.41,293.06,282.5,270.52,268.53,282.54,205.63,83.95,308.61,918.98,836.52,889.71,655.56,204.45,205.54,427.31,771.91,533.51,762.04,716.61,882.74,529.72,230.81,40.24,388.39,436.35,190.94,779.04,77.79,883.89,779.43,106.61,420.9,664.02,280.48,665.39,54.2
2025-05-09,510.43,0.0344,610.05,0.031,435.42,265.87,257.73,276.29,255.75,263.28,258.2,265.41,267.16,255.09,257.04,250.69,261.85,270.7,263.5,236.04,755.71,339.56,607.36,669.94,814.51,437.36,231.44,687.61,40.77,972.71,622.48,317.98,524.52,350.16,444.97,982.47,920.33,922.19,844.57,654.76,660.73,612.5,120.96,342.28,642.65,229.84,651.67,295.99,429.29,239.17,688.91
2025-05-10,1772.57,0.0422,1257.31,0.0268,333.78,208.1,192.57,196.97,203.43,195.69,207.58,188.1,199.2,189.87,210.03,211.02,201.33,201.78,206.56,204.55,451.34,310.85,185.17,13.44,645.08,75.34,251.74,349.26,672.27,560.19,475.98,526.41,13.16,734.31,507.66,747.67,574.91,196.31,4.37,700.28,242.84,78.95,987.71,125.03,938.43,8.46,483.79,313.06,177.15,598.13,621.24
2025-05-11,1576.56,0.0479,2640.05,0.0042,751.08,448.13,437.69,448.53,441.79,452.5,444.14,464.28,470.07,457.64,439.33,461.12,444.27,440.41,447.66,454.57,958.52,953.66,626.92,204.63,366.02,946.64,466.59,511.83,345.16,253.97,779.36,780.83,736.24,940.49,415.75,575.76,920.02,884.24,520.18,863.07,938.77,726.74,487.6,600.03,982.3,968.41,697.23,124.57,964.23,534.09,441.04
2025-05-12,833.16,0.0254,3185.62,0.0053,546.29,321.8,323.21,321.5,329.58,342.86,306.87,321.72,310.3,342.26,316.78,336.41,327.19,321.44,334.57,327.97,260.81,783.62,173.8,682.84,304.07,920.54,897.83,933.87,17.59,230.09,235.16,768.91,732.22,93.1,449.44,850.81,46.4,400.86,217.15,180.51,10.91,708.56,238.21,375.99,946.89,592.15,853.42,418.61,107.59,260.69,240.32
2025-05-13,679.8,0.0423,2035.03,0.0063,172.94,117.99,105.58,100.88,116.8,109.82,102.06,112.87,104.71,100.61,110.64,103.61,115.04,84.7,96.66,112.68,682.74,659.92,63.83,764.4,8.55,684.43,149.6,37.35,251.37,611.35,753.62,354.22,165.15,306.1,895.15,155.09,342.61,832.76,743.5,951.54,5.75,775.57,769.66,815.5,824.18,719.9,195.56,986.83,985.58,462.97,430.7
2025-05-14,1006.42,0.0444,2096.34,0.0031,298.16,196.29,184.85,193.08,184.76,183.99,176.24,194.64,162.64,176.48,178.01,149.36,180.04,178.02,157.75,172.17,940.72,517.65,330.36,839.86,833.61,467.89,825.97,500.26,309.33,522.83,865.37,694.28,956.66,463.33,788.14,15.22,22.81,671.67,43.07,59.14,504.88,124.56,264.29,430.79,705.63,651.38,329.43,285.32,841.89,909.62,872.77
2025-05-15,1914.36,0.0375,821.52,0.032,714.93,438.75,423.39,404.08,424.84,424.66,424.96,433.53,403.89,443.63,424.42,422.54,421.03,451.07,424.72,432.32,663.46,167.37,231.14,292.18,87.43,92.86,291.3,854.42,616.84,7.7,878.62,941.29,223.91,497.99,126.53,690.23,272.25,175.94,831.55,983.76,488.06,653.73,727.22,668.56,663.33,144.36,436.82,531.44,423.15,426.6,836.77
2025-05-16,984.8,0.0302,1842.24,0.0213,168.52,101.96,96.98,113.88,103.68,86.27,99.96,86.15,104.09,106.17,110.01,94.85,91.86,109.16,101.74,85.44,871.27,978.46,888.99,931.03,630.75,790.75,808.59,587.97,172.59,830.07,783.67,625.67,457.75,542.2,610.31,98.31,862.01,918.05,838.09,857.77,163.36,295.72,837.29,308.26,103.75,594.94,962.06,743.24,739.82,629.84,941.38
2025-05-17,1789.46,0.0368,2097.85,0.0057,866.09,511.57,510.38,523.03,517.25,517.57,522.29,510.47,521.05,524.01,513.58,509.87,515.15,541.56,516.89,523.72,827.48,375.04,54.95,552.95,504.07,75.48,920.27,276.87,413.05,704.12,408.01,148.41,114.74,300.63,995.91,115.43,36.61,245.52,832.87,660.27,494.52,760.27,784.26,209.45,271.48,131.42,365.33,13.5,671.52,35.35,307.79
2025-05-18,2176.34,0.0489,1227.41,0.0282,545.63,319.07,327.06,315.31,327.46,339.45,325.88,340.61,324.53,315.47,325.38,328.6,328.12,336.2,315.79,346.91,360.12,106.93,176.61,696.54,526.69,68.6,427.49,397.68,482.48,661.83,981.81,679.71,603.28,667.26,595.55,744.68,436.15,244.14,152.57,735.0,411.66,240.37,274.05,388.05,5.69,401.24,381.1,900.44,213.29,77.8,387.1
2025-05-19,1045.44,0.0346,1307.73,0.0254,532.53,324.74,311.03,308.76,316.26,304.25,306.88,317.83,318.45,326.3,333.51,315.33,331.45,329.79,301.36,309.57,600.12,493.8,548.72,596.74,926.71,537.38,365.05,680.27,459.24,68.78,379.59,104.9,375.45,645.08,785.87,270.53,117.57,814.18,630.41,72.69,890.33,683.98,401.62,606.81,137.41,568.96,653.47,386.55,339.07,81.31,18.73
2025-05-20,1957.67,0.0487,1631.85,0.023,633.17,384.08,385.63,396.66,378.26,369.35,384.76,380.7,410.88,370.61,395.29,371.65,366.5,399.64,374.76,372.3,156.26,874.0,481.07,122.74,31.62,160.13,802.22,890.81,973.94,362.06,638.63,872.11,353.17,577.82,769.06,628.63,416.84,105.87,14.37,41.48,9.25,294.99,413.25,656.95,439.23,558.88,419.2,869.12,513.12,778.24,942.95
2025-05-21,1943.67,0.0521,560.21,0.0328,842.21,519.34,487.47,495.87,507.45,506.59,485.83,512.92,502.75,493.99,521.05,494.74,502.13,509.1,514.3,498.23,535.53,887.29,45.85,963.11,773.39,7.73,529.48,41.07,45.5,935.38,161.07,516.66,826.98,113.76,350.32,917.41,838.85,222.04,847.96,101.77,976.27,8.99,491.27,578.21,146.54,119.07,951.22,38.95,637.84,350.26,329.39
2025-05-22,877.67,0.0362,1466.24,0.0275,413.03,254.32,244.22,236.28,237.88,237.97,227.31,254.78,252.92,244.35,245.0,240.66,249.26,245.94,260.38,249.12,230.42,10.97,7.25,122.88,52.05,423.11,684.45,71.54,950.97,862.59,980.45,385.14,9.56,476.97,371.85,316.47,623.07,503.68,722.98,87.36,624.39,633.36,167.37,988.06,901.66,34.44,894.47,145.66,542.89,227.61,404.16
2025-05-23,1245.87,0.05,1134.34,0.0287,710.21,411.1,429.14,437.5,415.97,418.2,433.52,428.92,419.64,420.27,438.44,437.34,407.79,436.46,438.01,415.5,743.74,886.3,988.07,254.88,38.15,137.22,622.83,325.05,581.94,285.54,703.99,57.01,797.95,356.23,724.08,217.14,736.76,830.48,531.15,547.38,151.84,113.27,452.47,691.09,805.7,798.23,513.41,322.53,472.99,747.32,907.8
2025-05-24,1331.84,0.0478,1482.49,0.029,609.16,376.01,367.33,368.88,351.61,361.26,370.57,363.41,368.45,363.28,356.01,358.89,357.16,380.03,357.34,369.71,528.06,271.48,658.83,813.63,429.82,160.52,152.89,232.78,795.73,157.06,753.38,380.78,571.45,491.04,499.98,106.56,349.1,147.48,730.59,215.44,46.76,659.29,510.78,931.52,71.61,725.92,644.78,345.46,443.15,169.96,526.6
2025-05-25,1298.17,0.0351,859.29,0.0313,340.33,194.21,231.13,194.82,188.19,190.54,203.62,201.07,201.81,189.79,195.13,199.05,197.4,199.4,192.66,212.66,411.23,38.97,365.41,618.6,63.08,76.91,844.79,264.93,430.39,449.09,65.78,903.21,986.1,921.87,570.57,130.46,944.4,547.67,94.32,860.21,538.11,925.61,531.71,117.93,248.91,81.82,58.03,847.79,498.26,246.49,566.17
2025-05-26,555.33,0.0383,3171.58,0.0043,890.77,530.62,537.96,536.63,522.29,524.72,520.51,543.04,530.36,544.05,510.96,529.89,526.5,527.24,539.43,539.8,268.8,847.79,470.43,838.15,789.14,205.09,195.78,221.27,453.84,355.83,763.42,20.98,589.44,480.53,712.91,62.22,709.26,711.24,528.66,445.75,234.89,969.25,819.9,61.37,819.07,127.42,695.73,11.2,434.35,430.93,176.23
2025-05-27,1414.35,0.0385,2280.78,0.0035,817.68,493.11,480.57,480.35,492.2,497.64,483.53,496.15,508.8,501.89,507.34,494.0,492.53,492.0,496.96,472.93,998.7,863.87,266.55,515.74,529.56,715.48,932.28,195.83,879.33,682.23,774.72,474.65,55.38,13.98,777.58,87.64,421.8,860.6,291.28,695.51,301.17,235.92,517.33,310.99,803.05,892.58,707.2,641.11,541.33,331.44,498.66
2025-05-28,1254.02,0.0405,2537.31,0.0032,692.61,435.52,414.61,426.57,406.64,402.49,412.94,412.99,427.34,396.09,406.92,420.13,413.96,423.88,419.57,425.52,71.71,596.23,344.87,376.99,29.04,808.93,250.57,130.62,895.93,966.43,671.77,931.16,50.65,438.84,271.52,432.0,426.46,935.57,972.62,652.87,245.13,809.25,230.78,136.59,945.45,769.13,359.2,131.31,887.99,585.39,918.21
2025-05-29,577.22,0.0265,2867.51,0.0034,865.52,550.41,501.55,529.93,524.45,503.34,503.36,530.14,520.68,529.1,518.05,488.87,513.76,527.3,499.17,528.69,43.56,574.43,649.04,921.85,40.5,452.53,733.88,933.95,238.69,363.0,291.91,394.84,883.15,820.65,146.79,320.87,918.68,784.64,857.12,319.85,650.17,353.55,663.13,525.87,997.55,996.16,219.68,823.22,632.83,337.84,558.72
2025-05-30,917.97,0.0413,1995.33,0.0206,880.56,534.41,527.53,533.66,528.69,522.04,520.95,527.05,505.3,520.23,519.24,538.56,532.62,514.1,519.67,536.64,217.26,813.12,882.81,36.25,612.67,506.55,284.66,144.19,199.24,62.22,489.69,428.18,841.21,780.06,291.79,706.56,576.4,652.83,733.28,243.17,553.53,900.46,797.31,518.98,976.27,253.99,915.08,778.57,722.62,392.95,255.12
2025-05-31,2607.36,0.0388,760.76,0.0334,737.53,440.68,434.19,446.13,422.83,449.84,449.04,434.0,438.91,451.09,449.47,456.88,459.75,461.63,442.22,446.24,971.07,786.31,184.13,856.13,806.11,32.66,317.79,204.4,496.24,897.61,110.43,578.56,345.89,513.39,507.54,870.24,706.38,433.62,933.75,342.46,77.97,787.49,319.37,575.05,410.14,487.8,426.7,499.92,597.48,862.89,31.18
2025-06-01,1203.08,0.0308,2111.32,0.0034,853.31,517.33,521.14,529.6,518.54,510.02,526.26,504.4,539.02,511.3,508.23,501.49,528.38,505.58,516.86,514.19,979.24,890.11,840.36,230.82,437.8,69.32,310.0,246.27,900.28,37.95,471.59,462.94,618.03,249.77,342.14,784.77,417.04,112.11,346.84,796.66,526.53,73.92,645.31,745.23,250.33,236.46,653.71,212.69,643.02,884.53,336.3
2025-06-02,717.34,0.0347,2260.52,0.0059,727.72,445.51,431.14,436.63,444.74,431.99,432.44,426.85,434.33,436.92,423.59,426.91,417.41,433.98,444.31,446.96,654.93,552.75,121.56,848.74,554.58,257.57,747.89,933.01,322.36,952.77,243.82,168.6,489.59,465.09,568.36,530.64,223.69,709.74,900.88,586.28,791.19,407.14,146.94,971.33,758.41,622.8,33.33,634.5,578.35,827.71,572.59
2025-06-03,1234.18,0.0591,2736.32,0.0045,712.13,424.07,426.11,415.46,417.34,427.72,434.84,424.55,438.31,425.43,431.69,422.77,433.05,418.25,428.72,446.51,880.11,967.65,214.99,139.2,799.83,543.9,556.82,755.71,652.01,664.58,349.1,18.56,967.16,563.7,53.47,102.44,723.56,992.74,325.24,253.54,81.19,337.32,341.93,878.26,299.27,115.41,414.07,156.26,26.87,864.83,42.61
2025-06-04,1978.48,0.0397,1794.98,0.0223,656.75,412.0,387.69,398.54,398.25,376.59,374.91,406.39,408.47,406.17,379.71,386.49,392.27,421.03,397.36,384.52,213.96,996.15,37.18,580.22,610.51,739.55,882.95,789.7,708.15,941.69,162.6,609.81,949.96,999.87,509.75,709.77,607.82,736.76,732.8,817.85,889.74,785.18,909.22,118.37,806.4,127.24,817.26,190.02,999.6,569.73,609.79
2025-06-05,863.08,0.0335,882.74,0.0344,777.44,468.77,483.86,487.33,457.9,471.41,473.06,458.42,468.66,454.07,458.09,468.71,468.02,468.89,467.32,477.25,972.04,116.54,140.81,888.11,224.76,605.0,307.37,104.76,778.67,199.66,230.05,920.81,983.84,644.18,367.98,362.83,501.34,16.71,736.42,54.76,578.31,410.29,911.31,338.51,533.95,71.89,387.58,626.69,33.61,646.23,523.41
2025-06-06,1508.2,0.0396,1351.33,0.0283,242.74,150.62,142.43,135.5,146.62,149.48,137.61,147.53,137.23,151.73,124.58,126.18,141.66,137.14,152.5,144.78,142.78,849.54,917.3,473.54,613.05,392.13,691.99,836.31,563.92,40.7,76.57,106.36,866.45,694.26,534.67,85.65,624.02,496.26,18.35,699.18,950.62,684.59,575.32,255.82,793.93,693.59,603.16,991.23,395.15,557.17,783.44
2025-06-07,2299.4,0.0497,1589.25,0.0236,892.78,542.33,554.0,532.06,523.03,531.58,538.74,529.1,511.32,546.68,521.43,524.49,536.85,544.31,538.8,534.37,101.13,499.82,459.44,746.57,628.28,118.32,752.95,408.19,402.46,488.21,919.9,210.95,909.55,491.45,422.53,842.47,208.29,614.65,361.06,439.1,148.14,602.44,702.35,176.82,275.88,494.07,209.86,891.06,105.12,785.59,28.89
2025-06-08,1199.04,0.0303,2437.75,0.0041,884.66,535.01,538.94,534.96,512.86,540.85,528.32,528.19,537.64,537.96,532.58,546.19,532.31,538.49,531.45,515.43,112.21,387.57,77.67,804.67,734.11,780.77,151.48,262.82,967.02,450.62,530.41,370.23,217.28,354.49,284.23,338.22,793.94,689.67,19.43,731.29,993.56,975.64,854.02,544.72,508.03,617.73,416.53,593.11,96.93,551.0,780.85
2025-06-09,1592.32,0.0405,2212.33,0.0028,126.32,84.18,80.61,75.25,71.97,64.52,89.0,60.69,67.65,99.04,56.15,66.51,70.0,73.92,73.11,72.95,573.13,613.07,959.73,736.49,620.87,363.79,400.59,575.75,611.33,331.49,396.74,808.74,831.01,812.95,904.11,218.25,948.16,719.73,997.09,927.46,644.27,937.78,958.55,553.26,564.02,879.3,927.64,538.54,793.53,111.08,520.88
2025-06-10,1051.67,0.0539,1568.29,0.0229,843.24,499.77,509.63,496.12,504.7,517.22,497.2,503.74,507.7,500.65,491.13,518.38,496.98,514.35,506.75,495.97,780.97,55.97,878.99,925.33,969.24,736.05,482.82,822.18,728.57,957.66,535.03,269.26,708.86,494.93,184.76,871.45,891.1,558.11,122.2,750.03,567.49,427.7,489.89,227.24,943.11,740.33,566.45,998.38,425.93,809.58,370.53
2025-06-11,1448.46,0.0368,3459.55,0.0048,215.98,124.01,133.53,140.81,125.61,131.13,135.87,127.65,117.09,139.16,129.57,133.14,125.1,121.34,134.44,124.95,366.67,506.46,754.68,446.83,197.29,512.98,355.69,778.65,344.98,822.58,628.29,882.05,962.79,994.69,681.37,902.13,321.44,223.36,542.81,441.97,515.28,723.58,561.58,711.9,266.6,461.72,901.93,547.4,801.14,760.59,965.38
2025-06-12,1450.29,0.0435,2317.32,0.004,401.61,229.96,221.69,264.16,229.12,237.6,238.17,246.37,238.31,239.9,235.53,222.87,243.31,236.03,243.64,229.98,977.9,870.89,933.47,173.13,951.09,738.66,322.11,890.0,669.95,661.58,921.88,54.96,571.26,457.12,924.64,338.97,406.01,942.2,790.56,150.98,23.65,829.46,415.64,732.91,936.69,984.36,902.02,420.12,272.79,820.3,160.12
2025-06-13,1303.66,0.0359,1211.68,0.0276,769.16,465.89,458.71,463.46,457.5,461.3,459.91,463.73,461.83,473.83,481.41,467.85,467.48,441.39,465.3,457.01,434.42,213.46,220.13,47.81,538.34,907.29,686.42,928.13,257.8,162.86,178.69,940.96,85.17,68.0,538.67,354.8,808.4,696.67,201.26,806.35,939.64,898.89,71.98,20.98,804.86,456.26,944.15,909.56,256.46,190.43,541.33
2025-06-14,889.61,0.0428,805.35,0.0321,244.68,154.6,155.26,137.77,149.5,145.74,144.97,134.83,149.5,146.73,165.15,145.63,155.34,133.57,160.24,142.75,150.45,426.39,836.37,246.46,671.96,921.03,215.87,238.12,245.1,734.32,295.55,560.75,597.4,682.58,876.41,579.63,595.12,236.84,485.05,460.71,643.99,68.13,422.8,395.76,730.89,112.45,895.39,234.18,251.23,271.62,320.98
2025-06-15,2454.14,0.0416,958.58,0.03,836.17,506.28,501.21,486.21,501.25,513.91,493.25,512.54,490.55,497.82,493.02,497.15,496.76,519.78,504.35,502.67,465.97,939.48,689.99,143.2,99.46,535.11,709.39,423.86,714.72,727.01,975.79,658.78,686.58,46.64,124.85,733.44,547.91,322.32,607.43,75.31,91.63,302.08,790.63,890.14,786.87,992.65,3.28,97.53,616.15,295.75,527.49
2025-06-16,981.17,0.0405,1237.87,0.0263,848.92,526.1,495.3,511.93,511.18,498.59,509.21,511.46,521.32,522.41,514.92,511.8,512.19,525.77,502.86,493.2,679.04,428.56,869.76,557.95,380.58,511.51,935.04,14.63,521.39,425.07,371.19,367.69,220.32,250.5,493.79,63.15,926.64,921.93,160.2,719.06,20.95,320.23,804.89,520.32,605.43,22.82,934.01,634.09,815.0,508.08,552.28
2025-06-17,779.78,0.0335,982.04,0.0305,556.72,333.98,333.51,345.07,327.33,326.41,333.41,336.02,328.06,329.12,341.53,338.78,343.66,334.69,342.87,319.58,832.23,358.37,796.91,184.95,769.38,265.68,565.2,879.32,683.28,924.79,22.56,781.99,394.11,353.74,457.03,593.34,536.02,887.49,778.56,291.85,50.78,434.45,892.38,347.63,244.08,549.88,137.46,95.85,452.26,133.88,89.45
2025-06-18,561.16,0.0529,1059.7,0.0303,105.75,70.14,80.49,68.2,75.17,73.81,65.86,63.36,46.7,49.32,57.47,70.52,75.1,80.08,49.79,67.07,458.77,440.54,346.5,38.93,706.91,935.8,611.43,154.57,269.44,166.98,147.64,166.57,598.5,739.48,8.12,952.82,514.94,405.15,299.34,48.89,609.4,169.26,51.47,253.68,189.49,309.1,39.93,373.15,379.25,385.38,661.14
2025-06-19,1386.34,0.0328,1355.29,0.0243,358.33,204.08,227.47,214.98,203.24,209.05,215.85,209.82,213.91,209.83,200.05,226.78,214.41,213.4,204.19,207.03,593.61,519.45,774.4,35.99,40.14,457.92,68.93,861.47,598.72,267.34,26.34,48.91,374.11,494.24,443.26,262.09,42.02,38.31,211.02,902.75,614.02,496.21,527.15,243.35,866.34,503.55,55.39,423.58,973.58,182.16,634.48
2025-06-20,1516.35,0.0314,1020.12,0.0326,655.23,389.27,392.52,387.25,398.02,402.15,401.12,395.32,393.48,399.33,393.02,397.22,390.93,390.71,396.5,403.89,267.34,631.99,262.46,831.57,546.59,127.59,864.48,329.39,443.93,63.22,989.92,395.52,374.95,28.65,369.03,908.83,69.42,48.5,558.29,483.1,499.67,663.21,107.42,99.77,725.14,558.71,348.92,547.54,116.75,264.76,769.47
2025-06-21,734.83,0.026,3190.3,0.0049,983.07,596.8,599.36,578.92,601.66,606.83,599.08,594.6,591.45,603.76,588.11,576.08,591.75,590.41,595.0,592.09,645.92,800.69,328.59,591.45,88.28,432.7,285.45,368.13,596.96,795.45,278.87,853.7,133.09,616.85,669.8,950.17,7.42,283.92,410.31,280.96,306.77,497.36,200.74,817.23,213.2,240.1,620.8,991.66,486.63,706.39,90.66
2025-06-22,1775.4,0.042,740.7,0.0326,668.63,409.67,397.51,409.53,405.99,397.16,390.67,383.71,414.8,402.29,396.82,396.44,389.68,399.93,388.73,407.25,985.97,452.1,107.91,358.09,995.86,127.05,615.05,39.13,290.88,621.76,923.54,754.93,940.75,411.44,938.33,269.15,913.24,629.12,920.29,716.39,531.74,665.79,900.22,86.66,615.09,556.86,402.31,220.98,408.49,854.81,297.26
2025-06-23,839.74,0.0458,2073.53,0.0057,333.82,197.35,183.26,209.43,198.27,207.11,208.98,194.91,197.93,213.48,204.72,229.72,198.36,198.14,196.47,214.4,49.05,817.48,935.08,894.23,897.3,502.53,979.11,326.88,715.45,314.94,995.89,517.16,750.49,921.83,85.79,754.2,408.39,584.19,880.06,885.9,516.3,66.44,496.79,292.29,447.55,756.06,25.55,375.76,98.13,22.91,650.11
2025-06-24,1467.76,0.0335,1731.19,0.0232,670.61,401.65,393.12,386.91,397.08,390.83,390.5,399.81,401.17,388.78,394.86,409.61,409.81,413.8,396.3,399.27,886.53,533.72,291.0,70.2,21.08,561.28,595.5,888.36,805.93,163.81,599.84,572.14,1.24,499.56,327.48,238.78,468.56,633.83,483.35,0.31,19.42,875.99,758.54,45.68,158.66,266.51,476.48,132.24,268.2,565.9,136.73
2025-06-25,761.55,0.0462,3447.14,0.006,585.99,336.41,367.22,367.49,361.95,359.14,357.47,354.15,340.56,347.16,340.07,375.28,358.01,353.09,346.73,345.85,562.28,338.48,520.62,980.32,858.65,337.76,724.71,25.55,259.92,40.15,33.2,129.89,765.61,708.98,444.06,737.61,845.39,717.28,359.26,687.85,282.47,939.07,64.38,781.39,531.86,383.43,442.13,607.61,28.44,36.06,677.6
2025-06-26,1536.41,0.0356,836.12,0.0322,801.86,477.55,478.38,486.86,466.89,483.11,487.31,493.05,489.32,478.23,482.21,495.07,478.41,488.24,490.55,489.83,252.1,657.95,391.33,616.29,919.43,71.65,445.32,406.33,300.62,166.75,81.59,840.68,739.79,218.87,455.19,797.42,609.25,19.03,325.52,767.01,53.19,617.91,416.83,39.28,281.52,268.24,756.85,727.67,876.95,85.25,59.03
2025-06-27,1080.1,0.0423,1693.57,0.0218,196.28,126.67,115.34,131.77,108.07,122.5,98.66,110.05,119.61,116.62,121.63,120.19,119.95,128.08,124.83,122.86,954.89,717.72,959.93,183.46,353.55,943.5,60.37,31.4,661.15,453.28,481.59,786.96,9.73,760.97,774.81,247.21,609.5,105.09,267.56,209.93,900.15,881.39,674.24,308.3,96.24,820.56,279.61,482.08,607.85,705.08,334.93
2025-06-28,2667.13,0.0307,3408.41,0.0054,784.93,476.71,467.96,457.53,466.98,464.5,471.88,465.98,466.75,471.8,459.19,473.97,462.71,474.84,470.76,469.08,483.35,558.05,335.05,679.07,719.5,773.35,797.6,370.92,695.59,247.18,406.17,656.47,369.6,720.96,443.4,715.87,296.53,359.48,544.55,489.62,725.22,131.45,133.41,573.3,466.96,724.98,217.53,245.83,815.02,735.61,846.71
2025-06-29,988.79,0.0418,3096.52,0.0039,587.14,357.29,371.33,338.63,364.66,335.67,347.6,347.16,333.24,359.19,361.56,351.92,359.32,342.58,346.82,366.2,331.69,56.61,778.55,763.38,442.1,838.88,35.0,172.64,704.1,258.98,606.18,466.19,606.75,904.08,27.16,812.1,833.91,154.86,804.98,89.29,996.12,797.45,325.82,409.56,590.11,871.2,255.94,620.89,521.55,813.98,774.29
2025-06-30,1011.6,0.0356,2951.22,0.0051,966.69,580.51,596.28,578.53,583.81,585.05,572.43,572.0,594.46,575.57,562.31,562.64,579.24,566.49,566.52,577.89,181.5,169.88,855.42,429.34,655.23,366.87,700.66,252.22,682.7,875.58,438.85,964.46,452.75,33.82,710.1,358.58,165.83,75.32,310.76,746.75,302.17,119.15,64.55,282.27,46.91,170.05,303.74,539.16,599.51,474.24,644.76
2025-07-01,670.21,0.0592,1273.71,0.0272,407.68,244.68,266.8,249.64,234.93,223.98,258.12,241.14,232.33,246.0,238.83,244.79,241.85,246.1,258.81,244.94,244.45,285.3,435.61,861.63,340.32,760.83,22.92,877.6,392.81,515.14,934.08,879.03,777.99,447.5,884.83,167.7,53.15,640.96,190.09,847.46,878.49,408.01,651.34,275.19,402.09,73.58,599.16,171.19,700.85,859.81,870.46
2025-07-02,1887.04,0.0352,1012.66,0.0295,669.36,395.01,400.03,419.58,398.51,398.44,395.08,409.32,395.7,401.16,399.04,413.72,398.0,399.9,407.54,401.83,832.85,282.63,378.17,150.73,322.56,485.37,862.31,436.05,394.85,729.25,534.74,644.43,425.46,679.16,513.9,91.96,191.6,815.34,475.48,108.19,603.05,323.82,970.89,797.79,257.66,119.38,471.53,405.68,908.01,166.84,709.27
2025-07-03,1816.01,0.0355,2505.93,0.0049,938.83,570.28,566.25,570.36,557.15,572.71,555.23,552.76,566.88,554.04,556.93,557.3,562.67,564.17,556.23,553.95,614.41,673.42,747.75,278.84,424.43,201.08,157.64,273.8,254.82,35.71,693.73,371.8,153.86,95.16,581.11,575.38,267.74,752.63,69.03,816.46,453.13,585.59,827.05,973.98,30.65,161.02,336.89,435.2,91.75,249.72,519.38
2025-07-04,886.91,0.0301,3288.13,0.0031,192.26,119.56,100.19,112.93,108.26,117.27,116.11,119.63,103.39,114.22,109.7,119.47,110.88,115.19,122.55,116.13,913.25,18.35,912.9,93.49,145.57,124.42,514.27,589.34,156.83,365.16,896.49,618.02,976.42,410.6,162.94,978.1,282.31,817.04,701.28,771.57,222.57,301.51,974.62,348.04,125.66,533.08,374.31,982.62,330.95,134.5,979.72
